year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2021,11,ข้อใดไม่ได้กล่าวถึงเกี่ยวกับสมุนไพรในข้อความต่อไปนี้\nการอบสมุนไพรเป็นวิธีบำบัดและรักษาสุขภาพตามหลักของการแพทย์แผนไทย\nโดยใช้สมุนไพรที่มีน้ำมันหอมระเหยสมุนไพรที่ใช้รักษาตามอาการและสมุนไพร\nที่มีรสเปรี้ยวมาต้มรวมกันในหม้อจนเดือดแล้วต่อท่อเข้าไปในกระโจมน้ำมัน\nหอมระเหยและสารระเหยต่างๆ ซึ่งมีอยู่ในสมุนไพรจะออกมาสัมผัสผิวหนังทำให้\nมีผลเฉพาะที่และเมื่อสูดดมเข้าไปจะมีผลต่อระบบทางเดินหายใจการรักษาด้วยการ\nอบสมุนไพรช่วยเพิ่มการไหลเวียนของโลหิตให้ดีขึ้นและขับของเสียออกจากร่างกาย,(1) วิธีใช้\n(2) ประเภท\n(3) ปริมาณที่ใช้\n(4) ประโยชน์ของการอบ\n(5) อุปกรณ์ที่ใช้ในการอบ,(3) ปริมาณที่ใช้,TRUE,TRUE,TRUE,
2021,12,ข้อใดไม่สอดคล้องกับข้อความต่อไปนี้\nวิตามินดีช่วยสร้างความทนทานให้กระดูกไม่แตกหักง่ายนอกจากนั้นยังช่วย\nชะลอวัยของผิวพรรณได้อีกด้วยมีการศึกษาพบว่าระดับวิตามินดีต่ำ เกี่ยวข้องกับ\nการบวมหรือความหย่อนยานการมีรูขุมขนขยายและการเกิดซีสต์บนผิวหนัง\nดังนั้นวิตามินดีจึงเป็นตัวช่วยสำคัญในการสร้างผิวหนังและกล้ามเนื้อให้แข็งแรง\nและควบคุมให้มีการเปลี่ยนแปลงอย่างเหมาะสมตามวัย,(1) ผู้ได้รับวิตามินดีเป็นประจำ จะทำให้กระดูกแข็งแรง\n(2) ถ้าร่างกายขาดวิตามินดีกล้ามเนื้อจะเสื่อมสภาพเร็ว\n(3) ผิวพรรณที่ผุดผ่องเป็นผลจากการได้รับวิตามินดีพอเพียง\n(4) หากร่างกายมีระดับวิตามินดีจะทำให้เกิดการบวมและมีซีสต์บนผิวหนัง\n(5) วิตามินดีมีความจำเป็นต่อร่างกาย ทำให้ผิวพรรณสวยงามเสมอแม้ในวัยชรา,(5) วิตามินดีมีความจำเป็นต่อร่างกาย ทำให้ผิวพรรณสวยงามเสมอแม้ในวัยชรา,TRUE,TRUE,TRUE,
2021,13,ข้อใดสอดคล้องกับข้อความต่อไปนี้\nอาการขาดสุราเฉียบพลันหรือภาวะถอนพิษสุราเกิดจากการเปลี่ยนแปลงของ\nสารเคมีในระบบประสาทส่วนกลางจะเกิดในผู้ที่หยุดดื่มสุราหรือลดการดื่มลงอย่าง\nกะทันหันหลังจากเคยดื่มอย่างหนักติดต่อกันเป็นเวลานานหรือดื่มสุราประมาณ\n๐.๕ ลิตรติดต่อกัน ๒–๓ สัปดาห์ภาวะถอนพิษสุรามักเกิดขึ้นหลังจากหยุดดื่ม\nประมาณ 6–8 ชั่วโมงหรืออาจนานถึง๒–๓วันเลยทีเดียวผู้ป่วยมักมีอาการ\nวิตกกังวลคลื่นไส้อาเจียน อ่อนเพลียหากมีอาการหนักขึ้นถึงขั้นชักหรือเกิด\nประสาทหลอนควรรีบไปพบแพทย์ทันทีเพราะอาจเป็นอันตรายถึงชีวิต,(1) ผู้ที่ดื่มสุราเป็นประจำ จะเกิดอาการขาดสุราเฉียบพลัน\n(2) ผู้ที่ต้องการถอนพิษสุราจำเป็นต้องพบแพทย์อย่างรีบด่วน\n(3) ผู้ที่หยุดดื่มสุราอย่างกะทันหันต้องมีอาการชักและประสาทหลอน\n(4) ผู้ที่ดื่มสุราอย่างหนักทุกวันแล้วเลิกทันทีอาจมีผลรุนแรงต่อสุขภาพ\n(5) อาการขาดสุราเฉียบพลันจะปรากฏทันทีหลังจากผู้ที่เคยดื่มอย่างหนักลดการดื่มกะทันหัน,(4) ผู้ที่ดื่มสุราอย่างหนักทุกวันแล้วเลิกทันทีอาจมีผลรุนแรงต่อสุขภาพ,TRUE,TRUE,TRUE,
2021,14,ผู้เขียนประทับใจกับเรื่องใดเป็นสำคัญ\n     หลายคนที่กินผักผลไม้เป็นประจำ รู้สึกกังวลเพราะเกรงว่าต้องกินยาฆ่าแมลง\nเข้าไปด้วยปัญหานี้กำลังจะหมดไปผลิตภัณฑ์ใหม่ฟิตซ์ใช้ล้างผักผลไม้ได้อย่างมี\nประสิทธิภาพเพราะสามารถทำลายโมเลกุลของยาฆ่าแมลงที่ตกค้างให้สลายตัว\nกลายเป็นสารไร้พิษซึ่งเป็นมิตรกับสิ่งแวดล้อมด้วยข่าวดีที่ต้องประกาศให้ชาวไทย\nรู้ทั่วกันคือฟิตซ์เพิ่งได้รับรางวัลเหรียญ ทองประเภทนวัตกรรมในระดับโลก\nเมื่อเดือนที่แล้ว,(1) ความฉลาดของผู้คิดค้นในเรื่องการทำลายโมเลกุลของผักผลไม้\n(2) ความหมดกังวลของคนที่ชอบกินผักผลไม้เพราะมีฟิตซ์มาช่วยขจัดสารพิษ\n(3) ผลิตภัณฑ์ของไทยที่มีการคิดค้นใหม่และมีคุณค่าถึงขนาดที่ชนะการประกวดระดับโลก\n(4) ศักยภาพของฟิตซ์ที่สามารถเปลี่ยนพิษในยาฆ่าแมลงในผักผลไม้ให้เป็นสารปลอดภัย\n(5) ความแปลกใหม่ของสารที่เกิดจากการทำลายพิษซึ่งสามารถเป็นมิตรกับสิ่งแวดล้อม,(3) ผลิตภัณฑ์ของไทยที่มีการคิดค้นใหม่และมีคุณค่าถึงขนาดที่ชนะการประกวด\nระดับโลก,TRUE,TRUE,TRUE,
2021,15,ข้อใดไม่ใช่ปัจจัยสนับสนุนข้อความต่อไปนี้\nวัฒนธรรมการดื่มชาในประเทศญี่ปุ่นเริ่มต้นจากการดื่มเพื่อเข้าสังคมของพวก\nนักรบและพ่อค้าต่อมาได้รับอิทธิพลจากหลักปรัชญาของนิกายเซนจนพัฒนามาเป็น\nพิธีที่เป็นระบบเห็นได้จากการชำระล้างร่างกายก่อนเข้าพิธีหรือการเจริญสติในทุก\nอากัปกิริยาห้องชงชาเป็นห้องโล่งประดับเพียงแจกันดอกไม้แบบญี่ปุ่นหรือภาพแขวน\nบนผนังเท่านั้นพิธีชงชาจึงเป็นการผสานระหว่างการพบปะทางสังคมพิธีทางศาสนา\nและสุนทรียภาพเข้าด้วยกัน,(1) นักรบเป็นชนชั้นที่ควบคุมวัฒนธรรมการดื่มชา\n(2) จุดเริ่มต้นของการดื่มชามาจากการพบปะสังสรรค์\n(3) นิกายเซนมีอิทธิพลอย่างสูงต่อการประกอบพิธีชงชา\n(4) ขั้นตอนของพิธีชงชาแฝงไว้ด้วยหลักคำ สอนทางศาสนา\n(5) ความเรียบง่ายของการจัดสถานที่มีความสำคัญในพิธีชงชา,(1) นักรบเป็นชนชั้นที่ควบคุมวัฒนธรรมการดื่มชา,TRUE,TRUE,TRUE,
2021,16,ส่วนใดเป็นใจความสำคัญของข้อความต่อไปนี้\n๑) รอบตัวเรามีวัตถุทรงกลมอยู่มากมาย / ๒) เมื่อวัตถุทรงกลมถูกบีบเข้าหากัน\nจะเปลี่ยนเป็นรูปทรงหกเหลี่ยมทันที /๓) เช่นหากเราใช้หลอดกาแฟเป่าฟองอากาศ\nเล็กๆที่อยู่ในแก้วนม /๔) ให้สังเกตดูว่าฟองอากาศมีลักษณะเหมือนลูกบอลรูปทรง\nหกเหลี่ยมหรือไม่ /๕) หรือลองสังเกตดูฟองอากาศของน้ำยาล้างจานหรือแชมพู\nอาบน้ำก็ได้,(1) ส่วนที่๑\n(2) ส่วนที่๒\n(3) ส่วนที่๓\n(4) ส่วนที่๔\n(5) ส่วนที่๕\n,(2) ส่วนที่๒,TRUE,TRUE,TRUE,
2021,17,ข้อใดเป็นประเด็นสำคัญ ของข้อความต่อไปนี้\nการระบาดของไวรัสโควิด๑๙ส่งผลกระทบต่อภาระค่าใช้จ่ายของผู้คนจำนวนมาก\nการที่คนบางส่วนต้องทำงานที่บ้านเพื่อป้องกันการแพร่เชื้อทำให้บ้านไม่ใช่\nที่อยู่อาศัย\nเพียงอย่างเดียวอีกต่อไปแต่กลายเป็นที่ทำงานที่ออกกำลังกายและที่ประกอบอาหาร\nเพิ่มมื้อขึ้นการใช้ไฟฟ้าในบ้านจึงสูงขึ้นตามไปด้วยการติดตั้งโซลาร์เซลล์บนหลังคา\nจึงเป็นทางหนึ่งที่ช่วยให้มีพลังงานจากแสงอาทิตย์มาใช้เพื่อลดค่าใช้จ่าย,(1) รายจ่ายที่เพิ่มขึ้นของผู้บริโภคเมื่อต้องทำงานที่บ้าน\n(2) การดำเนินชีวิตวิถีใหม่หลังจากสถานการณ์โควิด๑๙\n(3) ความเปลี่ยนแปลงรูปแบบในการทำงานเพื่อป้องกันการแพร่เชื้อ\n(4) การใช้พลังงานแสงอาทิตย์เพื่อลดค่าไฟฟ้าในบ้านช่วงการระบาดของโควิด๑๙\n(5) บทบาทที่เปลี่ยนไปของที่อยู่อาศัยเมื่อทุกคนต้องอยู่บ้านเพื่อลดความเสี่ยงการติดโรค,(4) การใช้พลังงานแสงอาทิตย์เพื่อลดค่าไฟฟ้าในบ้านช่วงการระบาดของโควิด๑๙,TRUE,TRUE,TRUE,
2021,18,ข้อใดสรุปความได้ถูกต้อง\nโภชนาการสำคัญที่ส่งเสริมการเจริญเติบโตของเด็กวัย ๑ - ๓ขวบคืออาหาร\nการจัดเตรียมอาหารให้เด็กวัยนี้กลุ่มพลังงานได้แก่โปรตีน คาร์โบไฮเดรตและไขมัน\nวัยนี้\nจึงต้องเน้นวัตถุดิบที่มีสารอาหารครบ๕หมู่ในปริมาณ ที่เหมาะสมช่วง\nหากได้รับโปรตีนมากเกินไปไตจะทำงานหนักและส่งผลให้มีโอกาสเติบโตเป็นคนอ้วน\nมีภาวะเสี่ยงที่จะเป็นโรคไม่ติดต่อในระยะยาวเช่นเบาหวาน ความดันโลหิตสูง\nและโรคหัวใจ หรือหากได้รับโปรตีนน้อยเกินไปก็อาจส่งผลให้เป็นเด็กแคระแกร็นได้,(1) ปริมาณอาหารโปรตีนสำหรับเด็กวัยทารกมีความสำคัญมากกว่าอาหารกลุ่มอื่น\n2.อาหารกลุ่มพลังงานจำเป็นสำหรับเด็กวัยทารกเพราะจะช่วยส่งเสริมการเจริญเติบโต\n(3) โภชนาการที่ดีสำหรับเด็กที่กำลังเติบโตต้องเป็นอาหารที่มีคุณค่าเพื่อให้เด็กเจริญวัยได้อย่างสมบูรณ์\n(4) เด็กวัย๑ - ๓ขวบต้องได้รับอาหารครบทุกหมู่โดยเฉพาะโปรตีนต้องไม่มากหรือน้อยเกินไปเพราะอาจเป็นผลเสียต่อสุขภาพในระยะยาว\n5.อาหารประเภทโปรตีนมีประโยชน์ต่อการเจริญเติบโตของเด็กวัย๑ - ๓ขวบ แต่ก็อาจทำให้เกิดโรคเช่นโรคเบาหวานโรคหัวใจ ฯลฯ,(4) เด็กวัย๑ ๓ขวบต้องได้รับอาหารครบทุกหมู่โดยเฉพาะโปรตีนต้องไม่มากหรือน้อยเกินไปเพราะอาจเป็นผลเสียต่อสุขภาพในระยะยาว,TRUE,TRUE,TRUE,
2021,19,ข้อใดเป็นจุดประสงค์ของผู้เขียนข้อความต่อไปนี้\nปัจจุบันชาวไทยตื่นตัวในคุณค่าของสัตว์และมีค่านิยมเกี่ยวกับสัตว์เปลี่ยนไป\nในทางดีขึ้นทำให้นโยบายของรัฐพลอยเปลี่ยนแปลงไปด้วยเช่นไม่มีการฆ่าสุนัขจรจัด\nวันละหลายร้อยตัวลดประชากรสุนัขโดยวิธีทำหมันฉีดยากันพิษสุนัขบ้าไม่ฆ่า\nสัตว์ป่าอันตรายเช่นช้างเสือ จระเข้แต่ใช้วิธียิงด้วยยาสลบแล้วนำ ไปปล่อยคืนสู่\nธรรมชาติในที่เหมาะสมเพื่อไม่ให้เป็นอันตรายต่อผู้อื่น,(1) ปกป้องชีวิตสัตว์ที่ไม่มีเจ้าของ\n(2) สนับสนุนวิธีกำจัดประชากรสัตว์ที่มีมากเกินไป\n(3) ชี้แจงสถานการณ์การควบคุมจำนวนสุนัขจรจัด\n(4) บอกเล่าว่าสังคมไทยเห็นคุณค่าของสัตว์มากขึ้น\n(5) ชื่นชมการปฏิบัติงานของเจ้าหน้าที่รัฐที่ไม่ทำร้ายสัตว์\n ,(4) บอกเล่าว่าสังคมไทยเห็นคุณค่าของสัตว์มากขึ้น,TRUE,TRUE,TRUE,
2021,20,ข้อใดเป็นจุดประสงค์ของผู้เขียนข้อความต่อไปนี้\nประเทศไทยมีพื้นที่ทางทะเลมากกว่า๓๒๐๐๐๐ตร.กม.แบ่งเป็นฝั่งตะวันออก\nปัจจุบันมีกลุ่มคนต่างๆและตะวันตกรวมถึงส่วนเหนือของช่องแคบมะละกา\nใช้ประโยชน์ทางทะเลเพิ่มขึ้นแต่ยังไม่มีการดำเนินการวางแผนเชิงพื้นที่ทางทะเล\nในภาพรวมทั้งประเทศโครงการการพัฒนาแผนที่เขตแดนทางทะเลระหว่างจังหวัด\nชายทะเลจึงเกิดขึ้นเพื่อช่วยจัดการเขตพื้นที่ความรับผิดชอบของจังหวัดชายฝั่งทะเล\nซึ่งจะนำ ไปสู่การวางแผนการใช้ประโยชน์ทางทะเลอย่างยั่งยืนทำให้เกิดความสมดุล\nในทุกมิติรวมถึงวิถีชีวิตผู้คน,(1) ชี้ให้เห็นความสัมพันธ์ของพื้นที่ทางทะเลกับวิถีชีวิตผู้คน\n(2) ชี้แจงสถานการณ์การใช้ประโยชน์ทางทะเลของประเทศไทยปัจจุบัน\n(3) ให้ข้อมูลพื้นที่ทางทะเลของประเทศไทยที่คนกลุ่มต่างๆใช้ประโยชน์\n(4) บอกที่มาและเป้าหมายของโครงการจัดทำแผนที่เขตจังหวัดทางทะเล\n(5) กระตุ้นให้ตระหนักถึงความสำคัญของการวางแผนการใช้ประโยชน์ทางทะเล,(4) บอกที่มาและเป้าหมายของโครงการจัดทำแผนที่เขตจังหวัดทางทะเล,TRUE,TRUE,TRUE,
2021,21,ข้อใดเป็นเจตนาของผู้เขียนข้อความต่อไปนี้\nหลายคนรู้สึกไม่ดีกับรูปร่างหน้าตาของตัวเองเมื่อเห็นคนที่สวยกว่าดูดีกว่า\nก็มักจะเกิดปมในใจ กลายเป็นคนไม่มั่นใจเราควรรักตัวเองเปลี่ยนความคิดทางลบ\nให้เป็นพลังบวกจำ ไว้ว่าทุกคนมีความพิเศษอยู่ในตัวเองไม่มีใครที่สมบูรณ์แบบ\nไปทุกอย่างแล้วเราก็จะมีความสุขอย่างที่เราเป็น,(1) สอน\n(2) ตำหนิ\n(3) บอกกล่าว\n(4) เปรียบเทียบ\n(5) ประชดประชัน,(1) สอน,TRUE,TRUE,TRUE,
2021,22,ข้อใดไม่อาจอนุมานได้จากข้อความต่อไปนี้\nแปะก๊วยเป็นสมุนไพรจีนโบราณนิยมนำใบแปะก๊วยมาสกัดด้วยตัวทำ ละลาย\nจะได้สารสกัดไบโอฟลาโวนอยด์ Bioflavonoids ช่วยต้านอนุมูลอิสระในร่างกาย\nป้องกันการก่อมะเร็งช่วยให้ประสาทตาสามารถมองเห็นภาพได้เป็นปกติเห็นสี\nชัดเจนในผู้ป่วยที่เป็นโรคเบาหวานช่วยป้องกันอาการเบาหวานขึ้นตา นอกจากนี้\nยังป้องกันอาการจอประสาทตาเสื่อมที่พบได้บ่อยในผู้สูงอายุ,(1) คนจีนนำ ใบแปะก๊วยมาสกัดเป็นยา\n(2) สารสกัดจากใบแปะก๊วยใช้ได้ผลดีเฉพาะผู้สูงอายุ\n(3) สรรพคุณ ของใบแปะก๊วยคือช่วยป้องกันโรคบางโรค\n(4) สารต้านอนุมูลอิสระในใบแปะก๊วยมีคุณประโยชน์สูง\n(5) ใบแปะก๊วยเป็นสมุนไพรที่ช่วยแก้ปัญหาเกี่ยวกับดวงตาได้,(2) สารสกัดจากใบแปะก๊วยใช้ได้ผลดีเฉพาะผู้สูงอายุ,TRUE,TRUE,TRUE,
2021,23,ข้อใดไม่อาจอนุมานได้จากข้อความต่อไปนี้\nศิลปะบำบัดเป็นการนำ กระบวนการทางศิลปะมาประยุกต์ใช้เพื่อสร้างความรู้สึก\nผ่อนคลายและฝึกสมาธิเหมาะสำหรับเด็กที่มีอาการสมาธิสั้นเพราะช่วยให้เด็กจดจ่อ\nอยู่กับการเคลื่อนไหวขณะระบายสีหรือออกแรงปั้นดินต่างกับการติดเกมคอมพิวเตอร์\nที่เด็กรับข้อมูลอย่างรวดเร็วซึ่งอาจทำให้เป็นเด็กสมาธิสั้นนอกจากนี้ยังเหมาะกับเด็กที่\nไม่กล้าแสดงออกเพราะศิลปะบำบัดส่งเสริมกระบวนการฝึกให้เด็กทำ มากกว่าพิจารณา\nจากความงามของภาพหรือรูปปั้นปัจจุบันประเทศไทยยังต้องพัฒนาหลักสูตรฝึกอบรม\nผู้เชี่ยวชาญด้านศิลปะบำบัดให้เพียงพอต่อความต้องการ,(1) เทคโนโลยีสมัยใหม่มีผลกระทบต่อสมาธิของเด็ก\n(2) ศิลปะบำบัดเน้นการปฏิบัติมากกว่าการแข่งขันผลงาน\n(3) นักวิชาชีพด้านศิลปะบำบัดในประเทศไทยยังมีอยู่จำกัด\n(4) ศิลปะบำบัดเป็นวิธีที่ดีที่สุดในการรักษาอาการสมาธิสั้นในเด็ก\n(5) เด็กที่ขาดความมั่นใจในตัวเองสามารถใช้ศิลปะเพิ่มความกล้าได้,(4) ศิลปะบำบัดเป็นวิธีที่ดีที่สุดในการรักษาอาการสมาธิสั้นในเด็ก,TRUE,TRUE,TRUE,
2021,24,ข้อใดมีความหมายตรงกับคำ ที่ขีดเส้นใต้ในข้อความต่อไปนี้\nการวิ่งมาราธอนช่วยฝึกวินัยแก้นิสัยผัดวันประกันพรุ่ง ถ้าตื่นขึ้นมาฝึกฝนทุกเช้า\nได้สักอาทิตย์ ต่อไปก็จะวิ่งได้ดีขึ้น นักวิ่งมาราธอนคนหนึ่งกล่าวว่าการออกกำลังกาย\nไม่เคยทรยศใคร ทำมากได้มากทำ น้อยได้น้อยหากเราควบคุมตัวเองได้ผลลัพธ์\nก็คุ้มค่า,(1) ทำให้กังวล\n(2) ทำให้ท้อแท้\n(3) ทําให้ผิดหวัง\n(4) ทำให้เสียเวลา\n(5) ทําให้หวาดกลัว,(3) ทําให้ผิดหวัง,TRUE,TRUE,TRUE,
2021,25,ตามข้อความต่อไปนี้“เด็กหญิงพรชนก”มีลักษณะนิสัยหลายประการยกเว้นข้อใด\nแม้จะอายุไม่ถึง๑๐ขวบดีเด็กหญิงพรชนกก็ช่วยเหลือตนเองได้เป็นอย่างดี\nเธอทำอาหารเช้าเอง และเตรียมใส่ปิ่นโตไปกินที่โรงเรียนตอนกลางวันด้วย\nที่โรงเรียนเธอทำ กิจกรรมหลายอย่างและเป็นประธานชมรมหนูน้อยนักประดิษฐ์\nของใช้จากเศษวัสดุ,(1) เอื้อเฟื้อ\n(2) ประหยัด\n(3) รับผิดชอบ\n(4) ใส่ใจรักษ์โลก\n(5) มีมนุษยสัมพันธ์,(1) เอื้อเฟื้อ,TRUE,TRUE,TRUE,
