year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
p2,1,ตัวเลือกใด ไม่ใช่ ผลิตภัณฑ์ในตลาดทุนที่มีความเสี่ยงสูงหรือซับซ้อน,(1) กองทุนรวมที่จ่ายผลตอบแทนให้แก่ผู้ถือหน่วยลงทุน โดยวิธีการคำนวณ ผลประโยชน์ผันแปรไป ตามสูตรการคำนวณหรือเงื่อนไขใดๆ ซึ่งผู้ลงทุนทั่วไปไม่ สามารถทำความเข้าใจได้โดยง่าย (2) ตราสารหนี้ที่ให้สิทธิแก่ผู้ถือในการแปลงสภาพ ตราสารหนี้เป็น หุ้นทุนของบริษัทผู้ ออกตราสาร โดยมีเงื่อนไขราคาแปลงสภาพกำหนดเป็นราคาคงที่ และ อัตราผลตอบแทนคงที่ ตลอดอายุ สัญญา (3) ตราสารกึ่งหนี้กึ่งทุน ที่มีกำหนดเวลาชำระหนี้เกินกว่าสองร้อยเจ็ดสิบ วัน และมีข้อกำหนดให้ผู้ออกตราสารมีสิทธิในการเลื่อน หรืองดจ่ายดอกเบี้ยหรือ ผล ตอบแทน ตราสาร (4) หุ้นกู้ที่ครบกำหนดไถ่ถอนเมื่อมีการเลิกกิจการ,(2) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p2,2,ตัวเลือกใด ไม่ถูกต้อง เกี่ยวกับแนวทางการให้คำ แนะนำ การลงทุนในผลิตภัณฑ์ที่มีความเสี่ยงสูงหรือมีความ ซับซ้อน,(1) ผู้ประกอบ ธุรกิจ ต้องมีกระบวนการคัดเลือกบุคลากรที่ มีความรู้ความ เข้าใจในผลิตภัณฑ์ที่ จะเสนอ ขาย (2) ลูกค้าที่มีประสบการณ์ การลงทุนในผลิตภัณฑ์ตลาดทุนโดยเฉพาะหุ้น สามัญ มาแล้ว 20 ปี ถือว่าเข้าใจผลิตภัณฑ์ที่มีความเสี่ยงสูง ผู้แนะนำ ไม่จำเป็นต้องเตือนเกี่ยวกับตัวผลิตภัณฑ์ที่มี ความเสี่ยงสูงที่ลูกค้ากำลังจะลงทุน (3) การเสนอขายตราสารหนี้ด้อย สิทธิเพื่อนับเป็นเงินกองทุน Basel III ผู้แนะนำ การลงทุนต้องจัดทำ ข้อมูลเพิ่มเติม เพื่ออธิบายลูกค้าถึงผลขาดทุนที่จะได้รับหากเกิด worst case scenario ให้ลูกค้าทราบก่อน การลงทุน (4) ทุกตัวเลือก ไม่ถูกต้อง,(2) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p2,3,ตัวเลือกใด ถูกต้องเกี่ยวกับ การให้คำแนะนำ การลงทุนในผลิตภัณฑ์ที่มีความเสี่ยงสูงหรือมีความซับซ้อน,(1) นายเกษม แจ้งลูกค้าว่าหุ้นกู้ที่ครบกำหนดไถ่ถอนเมื่อ มีการเลิกกิจการ มีความเสี่ยงเทียบเท่าตราสารหนี้ทั่วไป (2) นางสาวอังคณา แจ้งลูกค้าว่าหุ้นกู้ที่ครบกำหนดไถ่ถอนเมื่อมีการเลิกกิจการ มีความเสี่ยงใน เรื่องสภาพคล่องในการลงทุนใกล้เคียงตราสารหนี้ทั่วไป (3) นายวิชัย แจ้งลูกค้าว่าตราสารหนี้ ที่มีอนุพันธ์แฝง มีโอกาสที่จะไม่ได้รับเงินลงทุนคืน เนื่องจากอนุพันธ์ที่แฝงมีเงื่อนไขการจ่ายผลตอบแทนที่ซับซ้อน ที่อ้างอิงกับราคาสินทรัพย์อ้างอิง (4) นางกัลยา แจ้งลูกค้าว่าตราสารหนี้ที่ไม่มีการจัดอันดับความน่าเชื่อถือ มีความเสี่ยงผิดนัดชำระหนี้เท่ากับตราสารหนี้ทั่วไป เนื่องจากบริษัทผู้ออกตราสารดังกล่าว เป็นบริษัทใหญ่ มีความมั่นคงสูง,(3) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p2,4,ตัวเลือกใดถูกต้องเกี่ยวกับการผิดนัดชำระหนี้ของตราสารหนี้,(1) ผู้ออกหุ้นกู้ไม่รักษาอัตราส่วนทางการเงินตามที่ตกลงไว้ เช่น อัตราส่วนหนี้สินต่อทุน ยังไม่ถือเป็น “การผิดนัดชำระหนี้ (2) บริษัทผู้ออกหุ้นกู้นำทรัพย์สินไปให้เป็นหลักประกันแก่เจ้าหนี้รายอื่นๆ ทั้งๆที่ในข้อกำหนดสิทธิตกลงว่าจะไม่นำทรัพย์สินไปก่อภาระหลักประกัน ยังไม่ถือเป็น “การผิดนัดชำระหนี้ (3) หากการออกหุ้นกู้มีการแต่งตั้งผู้แทนถือหุ้นกู้ ซึ่งจะเป็นผู้ที่มีอำนาจหน้าที่ตามกฎหมายดำเนินการแทนให้แก่ผู้ถือหุ้นกู้การใช้สิทธิเรียกร้องที่เกี่ยวกับหุ้นกู้ต้องกระทำผ่านผู้แทนถือหุ้นกู้ (4) ถูกทุกตัวเลือก,(3) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p2,5,ตัวเลือกใดถูกต้องเกี่ยวกับการให้คำแนะนำการลงทุนในกองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,(1) ลูกค้าไม่ผ่านการทำแบบทดสอบประเมินความรู้เกี่ยวกับการลงทุนหรือการทำธุรกรรม นายเกษมจึงทำแบบทดสอบแทนลูกค้า เพื่อให้ลูกค้าสามารถลงทุนในกองทุนรวมที่มีความเสี่ยงสูง (2) นางอังคณาเสนอขายกองทุนรวมทองคำ ที่มีเงื่อนไขยกเลิกกองทุนเมื่อผลตอบแทนถึงร้อยละ10% (trigger fund 10%) โดยแจ้งให้ลูกค้าทราบเฉพาะจุดเด่นที่กองทุนจะได้ผลตอบแทน 10% ซึ่งสูงกว่าดอกเบี้ยเงินฝากธนาคาร (3) นายวิชัยเสนอขายกองทุนรวมน้ำมันโดยแจ้งลูกค้าว่า ผลตอบแทนของกองทุนน้ำมันขึ้นกับการตัดสินใจทำสัญญาซื้อขายล่วงหน้าของผู้จัดการกองทุน ซึ่งอาจทำให้ราคากองทุนดังกล่าวไม่ได้เคลื่อนไหวตามราคาน้ำมันในตลาดโลกส่งผลให้นายวิชัยขายกองทุนรวมดังกล่าวได้น้อยมาก (4) นางกัลยาเสนอขายกองทุนรวมตราสารหนี้ที่มีเงื่อนไขลงทุนในตราสารหนี้ที่ไม่จัดอันดับเครดิต แต่เลือกเฉพาะผู้ออกตราสารหนี้ที่เป็นบริษัทใหญ่ โดยแจ้งลูกค้าว่าเป็นการลงทุนที่ไม่กระทบเงินต้น,(3) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p3,1,"นักลงทุนซื้อสัญญาฟิวเจอร์สหุ้นสามัญ ABC (Long Single Stock Futures) จำนวน 1 สัญญา ที่ราคา 100 บาทต่อสัญญา หาก ณ สิ้นวัน ราคาสัญญาฟิวเจอร์สอยู่ที่ 96 บาทต่อสัญญา นักลงทุนต้องวางหลักประกันเพิ่มเท่ากับเท่าใด โดย กำหนดสัญญาฟิวเจอร์สเท่ากับ 1 สัญญา มีขนาด 1,000 หุ้น หลักประกันขั้นต้นเท่ากับ 10,000 บาท และหลักประกันขั้นต่ำ เท่ากับ 7,000 บาท","(1) 4 บาท (2) 1,000 บาท (3) 4,000 บาท (4) ไม่ต้องเพิ่มหลักประกันเนื่องจากมีเพียงพอ",(3) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p3,2,ตัวเลือกใดถูกต้องเกี่ยวกับการชำระราคาและส่งมอบ,(1) นาย ก. ต้องการปิดฐานะ Long GFZ18 (Gold Futures) โดยการ Short GFH18 (2) นาย ข. เปิด Short GFZ18 (Gold Futures) และต้องการชำระราคาด้วยเงินสด (Cash Settlement) โดยการส่งมอบ ทองคำ ให้กับคู่สัญญาที่ชำระราคาด้วยเงินสด ในวันหมดอายุสัญญา (3) นาย ค. เปิด Short RSS3Z18 (Rubber Futures) ต้องการส่งมอบสินค้าอ้างอิง (Physical Delivery) โดยการส่งมอบ ยางแผ่นรมควันชั้น 3 ณ คลังสินค้า ท่าเรือกรุงเทพในวันหมดอายุสัญญา (4) ถูกทุกตัวเลือก,(3) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p3,3,ตัวเลือกใดถูกต้องเกี่ยวกับแนวปฏิบัติในการขายและการให้บริการด้านผลิตภัณฑ์ตราสารทุนและสัญญาซื้อขายล่วงหน้า,(1) ลูกค้ารายใหญ่ ที่ทำการซื้อขาย บ่อย จะได้รับความสำคัญเป็นลำดับแรกเสมอในการส่งคำ สั่งซื้อขาย (2) ลูกค้าที่มาจากตระกูลใหญ่ ไม่จำเป็นขอหลักฐานแหล่งที่มาของรายได้ เพราะ เป็นที่ทราบโดยทั่วกัน (3) ลูกค้ารายใหญ่พิเศษที่แสดงเจตนาเป็นลายลักษณ์ อักษรชัดเจนไม่จำเป็นต้องประเมินความเหมาะสมในการลงทุน (4) ถูกทุกตัวเลือก,(3) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p3,4,ตัวเลือกใดถูกต้องเกี่ยวกับสัญญาซื้อขายล่วงหน้า,(1) SET50 เป็นชื่อย่อสัญญา ของ ดัชนี SET50 Index Futures (2) S50P เป็นชื่อย่อสัญญาของดัชนี SET50 Index Put Options (3) 18 แทนสัญลักษณ์ สัญญาฟิวเจอร์สทองคำ ส่งมอบเดือนมีนาคม 2018 (4) 18 มีการส่งมอบทองคำจริง ณวันหมดอายุสัญญา,(2) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
p3,5,ตัวเลือกใดถูกต้องเกี่ยวกับสัญญาซื้อขายล่วงหน้า,(1) ราคาที่ใช้ชำระ Single Stock Index Futures คำนวณจากค่าเฉลี่ยถ่วงน้ำหนักการซื้อขายของหุ้นอ้างอิงของ Stock Futures ในช่วง 15 นาที สุดท้ายและ ณ เวลาปิดทำการของหุ้นอ้างอิงในวันซื้อขายวันสุดท้าย โดยใช้ทศนิยม 2 ตําแหน่ง (2) ดัชนี SET50 Index Futures ใช้การชำระราคาด้วยการส่งมอบสินค้าจริง (3) วิธีการส่งมอบและชำระราคา Currency Futures เมื่อครบอายุสัญญา ใช้การชำระราคาเป็นเงินสด ด้วยเงินตราต่างประเทศ (4) Single Stock Futures ใช้การชำระราคาด้วยการส่งมอบหุ้นสามัญ,(1) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
plain,1,ในการพิจารณาเปรียบเทียบผลตอบแทนจากการลงทุนในกองทุนรวม ผู้ลงทุนควรใช้ผลตอบแทนประเภทใด,(1) ผลตอบแทนรวม (2) ผลตอบแทนรวมสุทธิ (3) ผลตอบแทนหลังหักภาษี (4) ผลตอบแทนที่ยังไม่เกิดขึ้นจริง,(2) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
plain,2,กองทุนที่มีสถานะการลงทุนได้ทั้งตราสารทุน ตราสารหนี้ และทรัพย์สินทางเลือก ถือว่ามีความเสี่ยงอยู่ในระดับใด,(1) ความเสี่ยงต่ำ (2) ความเสี่ยงปานกลางค่อนข้างสูง (3) ความเสี่ยงสูงมาก (4) ความเสี่ยงสูงมากอย่างมีนัยสำคัญ,(2) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
plain,3,มาตรวัดผลการดำเนินงานประเภทใดต่อไปนี้ที่ใช้วัดความสามารถของผู้จัดการกองทุนในการหาผลตอบแทนส่วนเพิ่มจาก benchmark โดยพิจารณาถึง tracking error ของกองทุนควบคู่ไปด้วย,(1) Sharpe’s ratio (2) Jensen model (3) Treynor’s ratio (4) Information ratio,(4) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
plain,4,กลยุทธ์การลงทุนในกองทุนรวมแบบใดต่อไปนี้ที่ใช้ทั้งวิธี Dollar Cost Averaging และ Market Timing ควบคู่กัน,(1) Total Return Method (2) Combined Method (3) Rebalancing Method (4) Core & Satellite Method,(2) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
plain,5,"หากผู้ลงทุนมีเงินเดือนๆ ละ 500,000 บาท จ่ายเงินสะสมเข้ากองทุนสำรองเลี้ยงชีพ 5% ของเงินเดือน และมีการซื้อประกันแบบบำนาญเอาไว้โดยจ่ายเบี้ยปีละ 100,000 บาท ผู้ลงทุนจะสามารถซื้อหน่วยลงทุนของกองทุนรวม RMF เพื่อลดหย่อนภาษีได้สูงสุดเท่ากับเท่าใด","(1) 100,000 บาท (2) 200,000 บาท (3) 400,000 บาท (4) 500,000 บาท",(1) คือคำตอบที่ถูกต้อง,TRUE,TRUE,TRUE,
